project_id,town,feature_id,feature_name,alternative_names,feature_type,designation_type,statutory_status,evidence_scope,geometry_type,longitude,latitude,location_type,location_confidence,current_date_text,current_date_basis,current_date_confidence,published_review_status,primary_source_organisation,primary_source_name,primary_source_record_id,primary_source_url,source_accessed_at,all_source_record_ids,review_notes,review_action
culross-scotland,Culross,nrhe:288092,"BLAIR CASTLE, FORMAL GARDEN", ,archaeological_site,NRHE / trove.scot record,,parish_evidence,Point,-3.657489957364639,56.05415247143505,site_centroid,medium,Included in the authoritative NRHE Mapping data snapshot (2025); construction date not established,present_by,low,unreviewed,Historic Environment Scotland,Historic Environment Scotland NRHE / trove.scot Points GIS,288092,https://www.trove.scot/place/288092,2026-07-30T09:59:02.835Z,288092,Imported from the official NRHE spatial index. This GIS record does not provide a construction date; review the linked trove.scot record before adding timeline evidence. Completion review: assigned an authoritative record-presence date so the record is not represented as undated; construction/origin remains unestablished.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
culross-scotland,Culross,nrhe:162413,BLAIRBURN, ,archaeological_site,NRHE / trove.scot record,,parish_evidence,Point,-3.6438573816811446,56.05417311969502,site_centroid,medium,Included in the authoritative NRHE Mapping data snapshot (2025); construction date not established,present_by,low,unreviewed,Historic Environment Scotland,Historic Environment Scotland NRHE / trove.scot Points GIS,162413,https://www.trove.scot/place/162413,2026-07-30T09:59:02.835Z,162413,Imported from the official NRHE spatial index. This GIS record does not provide a construction date; review the linked trove.scot record before adding timeline evidence. Completion review: assigned an authoritative record-presence date so the record is not represented as undated; construction/origin remains unestablished.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
culross-scotland,Culross,nrhe:92046,"BLAIRBURN, GENERAL", ,archaeological_site,NRHE / trove.scot record,,parish_evidence,Point,-3.639241232268099,56.05513312212731,site_centroid,medium,Included in the authoritative NRHE Mapping data snapshot (2025); construction date not established,present_by,low,unreviewed,Historic Environment Scotland,Historic Environment Scotland NRHE / trove.scot Points GIS,92046,https://www.trove.scot/place/92046,2026-07-30T09:59:02.835Z,92046,Imported from the official NRHE spatial index. This GIS record does not provide a construction date; review the linked trove.scot record before adding timeline evidence. Completion review: assigned an authoritative record-presence date so the record is not represented as undated; construction/origin remains unestablished.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
culross-scotland,Culross,nrhe:124583,BLAIRHALL, ,archaeological_site,NRHE / trove.scot record,,parish_evidence,Point,-3.615816614354034,56.070987525014836,site_centroid,medium,Included in the authoritative NRHE Mapping data snapshot (2025); construction date not established,present_by,low,unreviewed,Historic Environment Scotland,Historic Environment Scotland NRHE / trove.scot Points GIS,124583,https://www.trove.scot/place/124583,2026-07-30T09:59:02.835Z,124583,Imported from the official NRHE spatial index. This GIS record does not provide a construction date; review the linked trove.scot record before adding timeline evidence. Completion review: assigned an authoritative record-presence date so the record is not represented as undated; construction/origin remains unestablished.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
culross-scotland,Culross,nrhe:131017,BLAIRHALL COLLIERY, ,archaeological_site,NRHE / trove.scot record,,parish_evidence,Point,-3.6024743455586274,56.078529810039164,site_centroid,medium,Included in the authoritative NRHE Mapping data snapshot (2025); construction date not established,present_by,low,unreviewed,Historic Environment Scotland,Historic Environment Scotland NRHE / trove.scot Points GIS,131017,https://www.trove.scot/place/131017,2026-07-30T09:59:02.835Z,131017,Imported from the official NRHE spatial index. This GIS record does not provide a construction date; review the linked trove.scot record before adding timeline evidence. Completion review: assigned an authoritative record-presence date so the record is not represented as undated; construction/origin remains unestablished.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
culross-scotland,Culross,nrhe:124573,BLAIRHALL MAINS, ,archaeological_site,NRHE / trove.scot record,,parish_evidence,Point,-3.6269743393517206,56.065090019381714,site_centroid,medium,Included in the authoritative NRHE Mapping data snapshot (2025); construction date not established,present_by,low,unreviewed,Historic Environment Scotland,Historic Environment Scotland NRHE / trove.scot Points GIS,124573,https://www.trove.scot/place/124573,2026-07-30T09:59:02.835Z,124573,Imported from the official NRHE spatial index. This GIS record does not provide a construction date; review the linked trove.scot record before adding timeline evidence. Completion review: assigned an authoritative record-presence date so the record is not represented as undated; construction/origin remains unestablished.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
culross-scotland,Culross,nrhe:124574,BLAIRHALL MAINS, ,archaeological_site,NRHE / trove.scot record,,parish_evidence,Point,-3.6285342665270304,56.063991146224275,site_centroid,medium,Included in the authoritative NRHE Mapping data snapshot (2025); construction date not established,present_by,low,unreviewed,Historic Environment Scotland,Historic Environment Scotland NRHE / trove.scot Points GIS,124574,https://www.trove.scot/place/124574,2026-07-30T09:59:02.835Z,124574,Imported from the official NRHE spatial index. This GIS record does not provide a construction date; review the linked trove.scot record before adding timeline evidence. Completion review: assigned an authoritative record-presence date so the record is not represented as undated; construction/origin remains unestablished.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
culross-scotland,Culross,nrhe:124584,BLAIRHALL MAINS, ,archaeological_site,NRHE / trove.scot record,,parish_evidence,Point,-3.6238768822749226,56.06782655682437,site_centroid,medium,Included in the authoritative NRHE Mapping data snapshot (2025); construction date not established,present_by,low,unreviewed,Historic Environment Scotland,Historic Environment Scotland NRHE / trove.scot Points GIS,124584,https://www.trove.scot/place/124584,2026-07-30T09:59:02.835Z,124584,Imported from the official NRHE spatial index. This GIS record does not provide a construction date; review the linked trove.scot record before adding timeline evidence. Completion review: assigned an authoritative record-presence date so the record is not represented as undated; construction/origin remains unestablished.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
culross-scotland,Culross,nrhe:317012,"BLAIRHALL, EAST GRANGE, EAST GATE LODGE", ,archaeological_site,NRHE / trove.scot record,,parish_evidence,Point,-3.6076268247006706,56.08341394416237,site_centroid,medium,Included in the authoritative NRHE Mapping data snapshot (2025); construction date not established,present_by,low,unreviewed,Historic Environment Scotland,Historic Environment Scotland NRHE / trove.scot Points GIS,317012,https://www.trove.scot/place/317012,2026-07-30T09:59:02.835Z,317012,Imported from the official NRHE spatial index. This GIS record does not provide a construction date; review the linked trove.scot record before adding timeline evidence. Completion review: assigned an authoritative record-presence date so the record is not represented as undated; construction/origin remains unestablished.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
culross-scotland,Culross,nrhe:276263,BOGSIDE, ,archaeological_site,NRHE / trove.scot record,,parish_evidence,Point,-3.6642678621058766,56.09181976482415,site_centroid,medium,Included in the authoritative NRHE Mapping data snapshot (2025); construction date not established,present_by,low,unreviewed,Historic Environment Scotland,Historic Environment Scotland NRHE / trove.scot Points GIS,276263,https://www.trove.scot/place/276263,2026-07-30T09:59:02.835Z,276263,Imported from the official NRHE spatial index. This GIS record does not provide a construction date; review the linked trove.scot record before adding timeline evidence. Completion review: assigned an authoritative record-presence date so the record is not represented as undated; construction/origin remains unestablished.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
culross-scotland,Culross,nrhe:131028,BOGSIDE COLLIERY,"BOGSIDE 1, 2, AND 3",archaeological_site,NRHE / trove.scot record,,parish_evidence,Point,-3.6422057465567343,56.08330916224279,site_centroid,medium,Included in the authoritative NRHE Mapping data snapshot (2025); construction date not established,present_by,low,unreviewed,Historic Environment Scotland,Historic Environment Scotland NRHE / trove.scot Points GIS,131028,https://www.trove.scot/place/131028,2026-07-30T09:59:02.835Z,131028,Imported from the official NRHE spatial index. This GIS record does not provide a construction date; review the linked trove.scot record before adding timeline evidence. Completion review: assigned an authoritative record-presence date so the record is not represented as undated; construction/origin remains unestablished.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
culross-scotland,Culross,nrhe:162418,BRANKSTONE GRANGE, ,archaeological_site,NRHE / trove.scot record,,parish_evidence,Point,-3.642392959538992,56.09525777204485,site_centroid,medium,Included in the authoritative NRHE Mapping data snapshot (2025); construction date not established,present_by,low,unreviewed,Historic Environment Scotland,Historic Environment Scotland NRHE / trove.scot Points GIS,162418,https://www.trove.scot/place/162418,2026-07-30T09:59:02.835Z,162418,Imported from the official NRHE spatial index. This GIS record does not provide a construction date; review the linked trove.scot record before adding timeline evidence. Completion review: assigned an authoritative record-presence date so the record is not represented as undated; construction/origin remains unestablished.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
culross-scotland,Culross,nrhe:146664,"BRANKSTONE GRANGE, WALLED GARDEN","HALDANE HOUSE, BOGSIDE",archaeological_site,NRHE / trove.scot record,,parish_evidence,Point,-3.6404325673340496,56.09414264485809,site_centroid,medium,Included in the authoritative NRHE Mapping data snapshot (2025); construction date not established,present_by,low,unreviewed,Historic Environment Scotland,Historic Environment Scotland NRHE / trove.scot Points GIS,146664,https://www.trove.scot/place/146664,2026-07-30T09:59:02.835Z,146664,Imported from the official NRHE spatial index. This GIS record does not provide a construction date; review the linked trove.scot record before adding timeline evidence. Completion review: assigned an authoritative record-presence date so the record is not represented as undated; construction/origin remains unestablished.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
culross-scotland,Culross,nrhe:72767,CASTLEHILL MINE, ,archaeological_site,NRHE / trove.scot record,,parish_evidence,Point,-3.6438617883988362,56.09200334099108,site_centroid,medium,Included in the authoritative NRHE Mapping data snapshot (2025); construction date not established,present_by,low,unreviewed,Historic Environment Scotland,Historic Environment Scotland NRHE / trove.scot Points GIS,72767,https://www.trove.scot/place/72767,2026-07-30T09:59:02.835Z,72767,Imported from the official NRHE spatial index. This GIS record does not provide a construction date; review the linked trove.scot record before adding timeline evidence. Completion review: assigned an authoritative record-presence date so the record is not represented as undated; construction/origin remains unestablished.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
culross-scotland,Culross,nrhe:48018,CASTLEHILL WOOD,"CASTLE HILL ENCLOSURE, BOGSIDE WOOD",archaeological_site,NRHE / trove.scot record,,parish_evidence,Point,-3.6552292492414864,56.09095285755248,site_centroid,medium,Included in the authoritative NRHE Mapping data snapshot (2025); construction date not established,present_by,low,unreviewed,Historic Environment Scotland,Historic Environment Scotland NRHE / trove.scot Points GIS,48018,https://www.trove.scot/place/48018,2026-07-30T09:59:02.835Z,48018,Imported from the official NRHE spatial index. This GIS record does not provide a construction date; review the linked trove.scot record before adding timeline evidence. Completion review: assigned an authoritative record-presence date so the record is not represented as undated; construction/origin remains unestablished.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
culross-scotland,Culross,nrhe:124577,CAVERNS, ,archaeological_site,NRHE / trove.scot record,,parish_evidence,Point,-3.6691512706054192,56.056079980675385,site_centroid,medium,Included in the authoritative NRHE Mapping data snapshot (2025); construction date not established,present_by,low,unreviewed,Historic Environment Scotland,Historic Environment Scotland NRHE / trove.scot Points GIS,124577,https://www.trove.scot/place/124577,2026-07-30T09:59:02.835Z,124577,Imported from the official NRHE spatial index. This GIS record does not provide a construction date; review the linked trove.scot record before adding timeline evidence. Completion review: assigned an authoritative record-presence date so the record is not represented as undated; construction/origin remains unestablished.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
culross-scotland,Culross,nrhe:124578,CAVERNS, ,archaeological_site,NRHE / trove.scot record,,parish_evidence,Point,-3.669969287526607,56.05642834647245,site_centroid,medium,Included in the authoritative NRHE Mapping data snapshot (2025); construction date not established,present_by,low,unreviewed,Historic Environment Scotland,Historic Environment Scotland NRHE / trove.scot Points GIS,124578,https://www.trove.scot/place/124578,2026-07-30T09:59:02.835Z,124578,Imported from the official NRHE spatial index. This GIS record does not provide a construction date; review the linked trove.scot record before adding timeline evidence. Completion review: assigned an authoritative record-presence date so the record is not represented as undated; construction/origin remains unestablished.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
