project_id,town,feature_id,feature_name,alternative_names,feature_type,designation_type,statutory_status,evidence_scope,geometry_type,longitude,latitude,location_type,location_confidence,current_date_text,current_date_basis,current_date_confidence,published_review_status,primary_source_organisation,primary_source_name,primary_source_record_id,primary_source_url,source_accessed_at,all_source_record_ids,review_notes,review_action
quarriers-village-scotland,Quarrier's Village,nrhe:197301,"BRIDGE OF WEIR, QUARRIER'S VILLAGE","QUARRIER'S HOMES, ORPHAN HOMES OF SCOTLAND",archaeological_site,NRHE / trove.scot record,,parish_evidence,Point,-4.616037003103992,55.867421574575864,site_centroid,medium,,unknown,unknown,unreviewed,Historic Environment Scotland,Historic Environment Scotland NRHE / trove.scot Points GIS,197301,https://www.trove.scot/place/197301,2026-07-31T14:58:54.095Z,197301,Imported from the official NRHE spatial index. This GIS record does not provide a construction date; review the linked trove.scot record before adding timeline evidence.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
quarriers-village-scotland,Quarrier's Village,nrhe:171043,BURNBANK,Little Burnbank,archaeological_site,NRHE / trove.scot record,,parish_evidence,Point,-4.637848645301441,55.868483770792885,site_centroid,medium,,unknown,unknown,unreviewed,Historic Environment Scotland,Historic Environment Scotland NRHE / trove.scot Points GIS,171043,https://www.trove.scot/place/171043,2026-07-31T14:58:54.095Z,171043,Imported from the official NRHE spatial index. This GIS record does not provide a construction date; review the linked trove.scot record before adding timeline evidence.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
quarriers-village-scotland,Quarrier's Village,nrhe:199183,QUARRIER'S HOMES,THE ORPHAN HOMES OF SCOTLAND,archaeological_site,NRHE / trove.scot record,,parish_evidence,Point,-4.616681526138087,55.86749774848398,site_centroid,medium,,unknown,unknown,unreviewed,Historic Environment Scotland,Historic Environment Scotland NRHE / trove.scot Points GIS,199183,https://www.trove.scot/place/199183,2026-07-31T14:58:54.095Z,199183,Imported from the official NRHE spatial index. This GIS record does not provide a construction date; review the linked trove.scot record before adding timeline evidence.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
quarriers-village-scotland,Quarrier's Village,nrhe:199223,QUARRIER'S VILLAGE,,archaeological_site,NRHE / trove.scot record,,parish_evidence,Point,-4.6172777292198575,55.8668558797017,site_centroid,medium,,unknown,unknown,unreviewed,Historic Environment Scotland,Historic Environment Scotland NRHE / trove.scot Points GIS,199223,https://www.trove.scot/place/199223,2026-07-31T14:58:54.095Z,199223,Imported from the official NRHE spatial index. This GIS record does not provide a construction date; review the linked trove.scot record before adding timeline evidence.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
quarriers-village-scotland,Quarrier's Village,nrhe:199187,"QUARRIER'S VILLAGE, CARSEMEADOW SCHOOL",,archaeological_site,NRHE / trove.scot record,,parish_evidence,Point,-4.618715148599587,55.86660057654933,site_centroid,medium,,unknown,unknown,unreviewed,Historic Environment Scotland,Historic Environment Scotland NRHE / trove.scot Points GIS,199187,https://www.trove.scot/place/199187,2026-07-31T14:58:54.095Z,199187,Imported from the official NRHE spatial index. This GIS record does not provide a construction date; review the linked trove.scot record before adding timeline evidence.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
quarriers-village-scotland,Quarrier's Village,nrhe:199188,"QUARRIER'S VILLAGE, CHURCH ROAD, GENERAL",,archaeological_site,NRHE / trove.scot record,,parish_evidence,Point,-4.61662673581789,55.8676337391737,site_centroid,medium,,unknown,unknown,unreviewed,Historic Environment Scotland,Historic Environment Scotland NRHE / trove.scot Points GIS,199188,https://www.trove.scot/place/199188,2026-07-31T14:58:54.095Z,199188,Imported from the official NRHE spatial index. This GIS record does not provide a construction date; review the linked trove.scot record before adding timeline evidence.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
quarriers-village-scotland,Quarrier's Village,nrhe:199191,"QUARRIER'S VILLAGE, FAITH AVENUE, GENERAL",,archaeological_site,NRHE / trove.scot record,,parish_evidence,Point,-4.6158198365712995,55.86728237967891,site_centroid,medium,,unknown,unknown,unreviewed,Historic Environment Scotland,Historic Environment Scotland NRHE / trove.scot Points GIS,199191,https://www.trove.scot/place/199191,2026-07-31T14:58:54.095Z,199191,Imported from the official NRHE spatial index. This GIS record does not provide a construction date; review the linked trove.scot record before adding timeline evidence.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
quarriers-village-scotland,Quarrier's Village,nrhe:347087,"QUARRIER'S VILLAGE, FAITH AVENUE, VILLA",,archaeological_site,NRHE / trove.scot record,,parish_evidence,Point,-4.613116290599575,55.86820272458241,site_centroid,medium,,unknown,unknown,unreviewed,Historic Environment Scotland,Historic Environment Scotland NRHE / trove.scot Points GIS,347087,https://www.trove.scot/place/347087,2026-07-31T14:58:54.095Z,347087,Imported from the official NRHE spatial index. This GIS record does not provide a construction date; review the linked trove.scot record before adding timeline evidence.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
quarriers-village-scotland,Quarrier's Village,nrhe:199210,"QUARRIER'S VILLAGE, TORR AVENUE, FIRE STATION",,archaeological_site,NRHE / trove.scot record,,parish_evidence,Point,-4.616814325058242,55.86567028961922,site_centroid,medium,,unknown,unknown,unreviewed,Historic Environment Scotland,Historic Environment Scotland NRHE / trove.scot Points GIS,199210,https://www.trove.scot/place/199210,2026-07-31T14:58:54.095Z,199210,Imported from the official NRHE spatial index. This GIS record does not provide a construction date; review the linked trove.scot record before adding timeline evidence.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
quarriers-village-scotland,Quarrier's Village,nrhe:277150,"QUARRIER'S VILLAGE, TORR AVENUE, FIRE STATION AND FERGUSLIE WORKSHOPS",,archaeological_site,NRHE / trove.scot record,,parish_evidence,Point,-4.616914496464725,55.86502099758258,site_centroid,medium,,unknown,unknown,unreviewed,Historic Environment Scotland,Historic Environment Scotland NRHE / trove.scot Points GIS,277150,https://www.trove.scot/place/277150,2026-07-31T14:58:54.095Z,277150,Imported from the official NRHE spatial index. This GIS record does not provide a construction date; review the linked trove.scot record before adding timeline evidence.,Check the linked source for an explicit date or supported date range; do not infer a construction date from a current map or generic classification.
